seed,arm,idx,smiles,reos_flag
43,baseline,237,[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,238,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,239,[H]OC(=O)N([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],0
43,baseline,240,[H]C([H])=C(C([H])([H])[H])C([H])([H])C(=O)N([H])C([H])([H])[H],0
43,baseline,241,[H]OC(=O)OC([H])([H])C(=O)O[H],0
43,baseline,242,[H]C1=C(Cl)C([H])=C(S(=O)(=O)N([H])C([H])([H])C([H])([H])[H])C(Cl)=C1[H],0
43,baseline,243,[H]N([H])S(=O)(=O)N1C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],0
43,baseline,244,[H]C1=C([H])C(C([H])([H])C([H])([H])C([H])([H])[H])=C([H])C([N+](=O)[O-])=C1[H],0
43,baseline,245,[H]C1=C(Br)OC(C(=O)N([H])C(=O)OC([H])([H])C([H])([H])[H])=C1[H],0
43,baseline,246,[H]C1=C([H])C([H])=C(C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])[H])C(OC([H])([H])[H])=C1[H],0
43,baseline,247,[H]N([H])C1=NN=C(C([H])([H])C([H])([H])C([H])([H])[H])N1[H],0
43,baseline,248,[H]N([H])C1=NN=C(N([H])C(=O)OC([H])([H])C([H])([H])[H])S1,0
43,baseline,249,[H]C1=C([H])C([H])=C(C([H])([H])OC(=O)C2=C(C([H])([H])[H])ON=C2C([H])([H])C([H])([H])[H])S1,0
43,baseline,250,[H]OC([H])([H])C([H])([H])N([H])C(=S)N1C(=S)N([H])C([H])([H])C1([H])[H],0
43,baseline,251,[H]N([H])C(=S)N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,252,[H]C1=C([H])C(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])=C([H])C([H])=C1Cl,0
43,baseline,253,[H]C1=C([H])C([H])=C(N([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,254,[H]OC(=O)C([H])([H])[H],0
43,baseline,255,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C#N,0
43,baseline,256,[H]OC1=C([H])C([H])=C([H])C([H])=C1C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,257,[H]C([H])([H])N1C(=S)N(C([H])([H])C([H])([H])[H])C(=O)C1([H])[H],0
43,baseline,258,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0
43,baseline,259,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[N+]([H])([H])[H],0
43,baseline,260,[H]C([H])([H])OC(=O)N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0
43,baseline,261,[H]C1=C([H])C(C([H])([H])C(=O)N([H])C([H])([H])[H])=C([H])C([H])=C1Cl,0
43,baseline,262,[H]C1=C([H])C([H])=C(C(=O)C([H])([H])C([H])([H])[H])C(OC([H])([H])C([H])([H])[H])=C1[H],0
43,baseline,263,[H]C1=C([H])C(N([H])S(=O)(=O)C([H])([H])C([H])([H])[H])=C([H])C([H])=C1F,0
43,baseline,264,[H]C(=NN([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,265,[H]C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,266,[H]OC1=C([H])C([H])=C([H])N=C1OC([H])([H])C([H])([H])[H],0
43,baseline,267,[H]N([H])C(=NC([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,268,[H]OC(=O)C(Cl)(Cl)Cl,0
43,baseline,269,[H]C([H])([H])C1=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])S1,0
43,baseline,270,[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])[H],0
43,baseline,271,[H]N=C(SC([H])([H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],0
43,baseline,272,[H]C1=C([H])C(N([H])C(=O)OC([H])([H])[H])=C([H])C([H])=C1OC([H])([H])[H],0
43,baseline,273,[H]OC(=O)C([H])(C(=O)O[H])C([H])([H])[H],0
43,baseline,274,[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1=O,0
43,baseline,275,[H]OC(=O)N([H])C(=O)C([H])([H])[H],0
43,baseline,276,[H]C1=NC2=C(C([H])=C1[H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])=N2,0
43,baseline,277,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,278,[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],0
43,baseline,279,[H]C([H])([H])SC([H])([H])C(Cl)(Cl)Cl,0
43,baseline,280,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,281,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,282,[H]OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,283,[H]N([H])C(=O)C([H])([H])OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,284,[H]N([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,285,[H]C1=C([H])C(OC([H])([H])C([H])([H])C([H])([H])[H])=C([H])C([H])=C1Cl,0
43,baseline,286,[H]C1=C([H])C([H])=C(N=C(N([H])[H])C([H])([H])C([H])([H])[H])S1,0
43,baseline,287,[H]C1=C(Br)OC(C(=O)N([H])C(=S)N([H])C([H])([H])C([H])([H])[H])=C1[H],0
43,baseline,288,[H]C1=NC([H])=C([H])C([H])=C1C(=NC([H])([H])[H])C(=O)OC([H])([H])[H],0
43,baseline,289,[H]OC(=O)C([H])(C(=O)C([H])([H])[H])C([H])([H])[H],0
43,baseline,290,[H]C1=C([H])C(OC(=O)OC([H])([H])C([H])([H])[H])=C([H])C([H])=C1Br,0
43,baseline,291,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,292,[H]OC([H])([H])C([H])(S[H])C([H])([H])C([H])([H])[H],0
43,baseline,293,[H]N(C(=O)C([H])([H])[H])C1=NC([H])([H])C([H])([H])C([H])(C([H])([H])[H])N1[H],0
43,baseline,294,[H]N([H])N([H])C(=O)C([H])([H])C([H])([H])[H],0
43,baseline,295,[H]N([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])[H],0
43,baseline,296,[H]OC([H])([H])N([H])[H],0
43,baseline,297,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,298,[H]N([H])N(C([H])([H])[H])C([H])([H])[H],0
43,baseline,299,[H]C1=C([H])C([H])=C(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,300,[H]C([H])([H])C([H])(OS(=O)(=O)SC1=NC([H])([H])C([H])([H])S1)C([H])([H])[H],0
43,baseline,301,[H]N(C(=O)C([H])([H])Cl)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,302,[H]OC(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,303,[H]C1=NN([H])C(=S)N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,304,[H]C1=NC([H])=C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)N1[H],0
43,baseline,305,[H]N([H])C(=S)SC([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,306,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,307,[H]N(C(=O)C([H])([H])Cl)C([H])([H])[H],0
43,baseline,308,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,309,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,310,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,311,[H]C1=NN=C(OC([H])([H])C(=O)OC([H])([H])[H])C([H])=C1[H],0
43,baseline,312,[H]N([H])C([H])([H])C([H])([H])N([H])[H],0
43,baseline,313,[H]C1=C([H])C([H])=C(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,314,[H]N([H])C(=O)OC1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],0
43,baseline,315,[H]C1=C([H])C2=C([H])C(C([H])([H])C([H])([H])[H])=C([H])C([H])=C2OC1=O,0
43,baseline,316,[H]OC(=O)C([H])([H])C([H])([H])O[H],0
43,baseline,317,[H]OP(=O)(=O)C([H])([H])C([H])([H])[H],0
43,baseline,318,[H]N([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[H],0
43,baseline,319,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,320,[H]C1=NC(N([H])C(=S)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=NC([H])=C1[H],0
43,baseline,321,[H]SC([H])([H])C(Cl)(Cl)C([H])([H])[H],0
43,baseline,322,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[N+]([H])([H])[H],0
43,baseline,323,[H]C([H])([H])C([H])(C([H])([H])[H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,324,[H]C([H])([H])OC(=O)C([H])([H])SC([H])([H])[H],0
43,baseline,325,[H]N([H])C(=S)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,326,[H]N([H])C(=NC([H])([H])C([H])([H])[H])[N+]([H])([H])[H],0
43,baseline,327,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,328,[H]C1=C([H])C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,329,[H]N([H])N([H])C(=S)N([H])C([H])([H])C([H])([H])OC([H])([H])[H],0
43,baseline,330,[H]C1=NC([H])=C([H])C([H])=C1N([H])C(=O)OC([H])([H])C([H])([H])[H],0
43,baseline,331,[H]C1=NC([H])=C([H])C([H])=C1OC([H])([H])C([H])([H])OC(=O)C([H])([H])[H],0
43,baseline,332,[H]N(C(=O)C([H])([H])Cl)C([H])([H])[H],0
43,baseline,333,[H]C1=C([H])C(N(C([H])([H])[H])C([H])([H])C([H])([H])[H])=C([H])C([H])=C1Cl,0
43,baseline,334,[H]N(C([H])([H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H],0
43,baseline,335,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,336,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,337,[H]OC(=O)C([H])([H])C([H])(C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H],0
43,baseline,338,[H]C1=NC(=S)N([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,339,[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,340,[H]OC([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,341,[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])([H])[H],0
43,baseline,342,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,343,[H]C([H])=C([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0
43,baseline,344,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0
43,baseline,345,[H]OC(=O)C([H])(O[H])C([H])(O[H])C([H])([H])C([H])([H])[H],0
43,baseline,346,[H]OC([H])([H])C(C(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,347,[H]OC([H])([H])C([H])([H])N([H])C(=S)N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,348,[H]C1=C([H])C(N([H])C(=O)OC([H])([H])C([H])([H])[H])=C([H])C([H])=C1OC([H])([H])[H],0
43,baseline,349,[H]C1=C([H])C([H])=C(N([H])C(=O)OC([H])([H])C([H])([H])[H])C(C(=O)C([H])([H])[H])=C1[H],0
43,baseline,350,[H]OC([H])([H])C([H])(O[H])N([H])[H],0
43,baseline,351,[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,352,[H]N([H])C(=O)N([H])[H],0
43,baseline,353,[H]OC([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,354,[H]C1=NC([H])=C(C([H])([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])N1[H],0
43,baseline,355,[H]N([H])C(=O)C([H])(Cl)C([H])([H])[H],0
43,baseline,356,[H]C([H])([H])SC1=NN=C(N(C(=O)C([H])([H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])S1,0
43,baseline,357,[H]C1=C([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,358,[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,359,[H]OC([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,360,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,361,[H]N([H])SC([H])([H])[H],0
43,baseline,362,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])[N+]1([H])[H],0
43,baseline,363,[H]N1OC(C([H])([H])[H])(C([H])([H])[H])SC1=S,0
43,baseline,364,[H]SC1=NC(C([H])(C([H])([H])[H])C([H])([H])[H])=C([H])C(=O)N1C([H])([H])C([H])([H])[H],0
43,baseline,365,[H]OC(=O)C1=C([H])C([H])=C([H])C([H])=C1C(=O)OC([H])([H])C([H])([H])[H],0
43,baseline,366,[H]OC([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,367,[H]N1C(=O)N([H])C([H])([H])C1([H])[H],0
43,baseline,368,[H]N([H])C([H])([H])C([H])([H])N([H])[H],0
43,baseline,369,[H]C1=NC(SN([H])C(=O)OC([H])([H])[H])=NC([H])=C1[H],0
43,baseline,370,[H]C1=C([H])C([H])=C(C(=O)N([H])N([H])C(=O)C([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,371,[H]C1=C([H])C2=C(C([H])=C1[H])C(C(=O)N([H])C(=O)C([H])([H])[H])=C([H])C([H])=C2[H],0
43,baseline,372,[H]OC([H])(OP(=O)(N([H])[H])C([H])([H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],0
43,baseline,373,[H]N(C(=O)C([H])([H])Cl)C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,374,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,375,[H]C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,376,[H]N(C(=O)C([H])(Cl)C([H])([H])[H])C([H])([H])[H],0
43,baseline,377,[H]OC([H])([H])C([H])(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0
43,baseline,378,[H]N([H])C([H])([H])C#N,0
43,baseline,379,[H]OC(=O)C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,380,[H]OC(=O)C([H])([H])C(=C([H])[H])C([H])([H])[H],0
43,baseline,381,[H]C([H])([H])C1(Cl)SS1,0
43,baseline,382,[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,383,[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,384,[H]N([H])C(=O)N([H])[H],0
43,baseline,385,[H]C([H])([H])C1=C(C#N)C(OC([H])([H])C([H])([H])[H])=NN1C([H])([H])[H],0
43,baseline,386,[H]C([H])([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,387,[H]N([H])N([H])N([H])[H],0
43,baseline,388,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,389,[H]OC([H])([H])C([H])(N([H])[H])C([H])([H])[H],0
43,baseline,390,[H]OC([H])([H])C([H])([H])N([H])[H],0
43,baseline,391,[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,392,[H]OC(=O)C([H])([H])OC([H])([H])[H],0
43,baseline,393,[H]OC([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],0
43,baseline,394,[H]OC(=O)C([H])([H])C([H])([H])O[H],0
43,baseline,395,[H]C1=C([H])C(OC([H])([H])[H])=C([H])C(C2=NN=NN2N(C([H])([H])[H])C([H])([H])[H])=C1[H],0
43,baseline,396,[H]C1=C([H])C(C(=O)C([H])([H])[H])=C([H])C([H])=C1OC([H])([H])[H],0
43,baseline,397,[H]C([H])(Cl)C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0
43,baseline,398,[H]OC([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,399,[H]C([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])[N+]1([H])[H],0
43,baseline,400,[H]N([H])C(=O)N([H])[H],0
43,baseline,401,[H]C([H])([H])OC(=O)C1=C(C([H])([H])[H])ON=C1SC([H])([H])[H],0
43,baseline,402,[H]C1=NC([H])=C(C([H])([H])[H])C(N([H])N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])=N1,0
43,baseline,403,[H]C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,404,[H]N1C(=O)N(N([H])[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])[H])C1=O,0
43,baseline,405,[H]C1=C([H])C([H])=C2SC(N([H])N([H])C(=O)C([H])([H])[H])=NC2=C1[H],0
43,baseline,406,[H]C1=C([H])C([H])=C(C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,407,[H]N(C1=NC(C([H])([H])[H])=NC(Cl)=C1C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,408,[H]C1=C([H])C2=C(OC([H])([H])C([H])([H])N2[H])C([H])=C1OC([H])([H])[H],0
43,baseline,409,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])[N+]([H])([H])[H],0
43,baseline,410,[H]C1=NC([H])=C([H])N1C([H])([H])C([H])([H])[H],0
43,baseline,411,[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],0
43,baseline,412,[H]C([H])([H])C([H])([H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,413,[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,414,[H]C1=C2C(=C(Cl)N=C1C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],0
43,baseline,415,[H]OC(=O)C([H])([H])[H],0
43,baseline,416,[H]C1=C([H])C([H])=C(C([H])(C2=C([H])N([H])C(=S)N([H])C2=O)C([H])([H])[H])C([H])=C1[H],0
43,baseline,417,[H]C1=C([H])C(C([H])([H])C(=O)N([H])C(=O)OC([H])([H])[H])=C([H])C([H])=C1[N+](=O)[O-],0
43,baseline,418,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,419,[H]N(C([H])([H])C([H])([H])[H])C(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C(F)(F)F)C(F)(F)F,0
43,baseline,420,[H]C([H])([H])OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,421,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,422,[H]OC([H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,423,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],0
43,baseline,424,[H]C(C(=O)C([H])([H])[H])=C1N([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,425,[H]OC([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H],0
43,baseline,426,[H]N1C(=O)N([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C1=S,0
43,baseline,427,[H]C1=NC([H])=C2C(=O)N(C([H])([H])C([H])([H])[H])C([H])=NC2=C1[H],0
43,baseline,428,[H]C1=C(N([H])[H])N([H])N=C1C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,429,[H]OC([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,430,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,431,[H]N(C(=O)C([H])([H])Cl)C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,432,[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,433,[H]N(N=NC(=O)C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H],0
43,baseline,434,[H]OC(=O)C1=C(C(=O)OC([H])([H])C([H])([H])[H])C([H])=C([H])C([H])=C1[H],0
43,baseline,435,[H]SC([H])(C(=O)OC([H])([H])[H])C([H])([H])[H],0
43,baseline,436,[H]C1=C([H])C(C(=O)C([H])([H])[H])=C([H])C(C([H])([H])[H])=C1[H],0
43,baseline,437,[H]OC1=C(C(=O)OC([H])([H])C([H])([H])[H])C([H])=C([H])S1,0
43,baseline,438,[H]N([H])C(=O)N([H])[H],0
43,baseline,439,[H]OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,440,[H]C1=C(Br)SC(C(=O)N([H])C(=S)N([H])C([H])([H])[H])=C1[H],0
43,baseline,441,[H]OC(=O)N([H])C(=O)C([H])([H])[H],0
43,baseline,442,[H]OC([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,443,[H]C1=C([H])C2=C(C([H])=C1[H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N=N2,0
43,baseline,444,[H]C1=C(C(=O)C([H])([H])C([H])([H])[H])C([H])=C(C([H])([H])[H])S1,0
43,baseline,445,[H]C(=NN([H])C(=S)N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,446,[H]C([H])=C([H])C([H])([H])SC1=NN(C([H])([H])[H])C(=O)N1[H],0
43,baseline,447,[H]C1=C([H])C([H])=C(C([H])(OC(=O)C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,448,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,449,[H]C1=C([H])C([H])=C([H])C(SC([H])([H])C(=O)N([H])C(=O)C([H])([H])C([H])([H])[H])=N1,0
43,baseline,450,[H]C1=C([H])C(Cl)=C([H])C(N([H])C(=O)C([H])([H])[H])=C1[H],0
43,baseline,451,[H]OC(=O)N([H])C(=O)N([H])N(C([H])([H])[H])C([H])([H])[H],0
43,baseline,452,[H]C1=C([H])C(OC([H])([H])[H])=C([H])C(C([H])(N([H])[H])C([H])([H])[H])=C1[H],0
43,baseline,453,[H]N([H])C(=O)C([H])([H])SC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,454,[H]OC(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,455,[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,456,[H]N([H])C(=S)N([H])N=C(N([H])[H])C([H])([H])[H],0
43,baseline,457,[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0
43,baseline,458,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,459,[H]C1=C([H])C([H])=C(C([H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H],0
43,baseline,460,[H]C([H])([H])OC([H])([H])C1([H])N(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],0
43,baseline,461,[H]C1=C([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C([H])C([H])=C1Br,0
43,baseline,462,[H]OC(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0
43,baseline,463,[H]N([H])C(=O)C1=C(C([H])([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C1=O,0
43,baseline,464,[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,465,[H]C([H])(Cl)C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0
43,baseline,466,[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],0
43,baseline,467,[H]N([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,468,[H]N([H])C(=S)N([H])C([H])([H])C1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0
43,baseline,469,[H]ON=C([H])N([H])[H],0
43,baseline,470,[H]C1=C([H])C([H])=C(C(=O)N([H])N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])S1,0
43,baseline,471,[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0
43,baseline,472,[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0
43,baseline,473,[H]C1=C([H])C2=C(C([H])=C1[H])N(C([H])([H])C([H])([H])C(=O)OC([H])([H])[H])C(=O)O2,0
43,baseline,474,[H]C(C(=O)OC([H])([H])[H])=C1SC(SC([H])([H])C([H])([H])[H])=C([O-])N1[H],0
43,baseline,475,[H]N(C(=O)OC([H])([H])[H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
43,baseline,476,[H]C1=C([H])C(F)=C(C([H])([H])N([H])N([H])C(=O)C([H])([H])[H])C(Cl)=C1[H],0
43,baseline,477,[H]N([H])C(=O)C([H])([H])C([H])([H])[H],0
43,baseline,478,[H]C1=C(C([H])([H])C([H])([H])C([H])([H])[H])N([H])C(=S)N([H])C1=O,0
43,baseline,479,[H]N(C([H])([H])[H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
43,baseline,480,[H]OC(=O)C([H])=C([H])C1=C([H])C([H])=C([H])C(C([H])([H])[H])=C1[H],0
43,baseline,481,[H]C([H])(Cl)C([H])(Cl)Cl,0
43,baseline,482,[H]C1=C([H])C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])C([H])=C1[H],0
